accession	phylum	checkm2_completeness	checkm2_contamination
GB_GCA_031360075.1	Eisenbacteria	92.82	2.6
RS_GCF_900103275.1	Actinomycetota	99.98	0.06
RS_GCF_033052815.1	Pseudomonadota	100.0	0.01
RS_GCF_007680845.1	Actinomycetota	100.0	0.1
RS_GCF_002563675.1	Actinomycetota	98.51	0.73
RS_GCF_007828955.1	Actinomycetota	99.99	0.88
RS_GCF_000157915.1	Bacteroidota	99.74	0.44
RS_GCF_020662265.1	Pseudomonadota	100.0	3.11
GB_GCA_027025395.1	Desulfobacterota	90.76	2.88
GB_GCA_021373255.1	Armatimonadota	100.0	4.62
GB_GCA_021372945.1	Planctomycetota	95.86	1.51
GB_GCA_018377235.1	Bacillota	98.07	0.03
GB_GCA_963639425.1	Bacteroidota	83.58	0.49
GB_GCA_900290375.1	Bacillota	99.09	6.75
GB_GCA_024280155.1	Bacteroidota	88.82	3.63
GB_GCA_900548675.1	Bacillota	97.23	1.91
GB_GCA_016779205.1	Planctomycetota	90.5	0.26
GB_GCA_021151825.1	Pseudomonadota	99.97	0.33
RS_GCF_013096535.2	Pseudomonadota	99.94	0.57
GB_GCA_031370545.1	Pseudomonadota	94.88	1.8
RS_GCF_016908395.1	Bacillota	99.97	0.43
GB_GCA_026392215.1	Actinomycetota	96.5	1.54
RS_GCF_017377395.1	Desulfobacterota	94.96	4.12
RS_GCF_039968395.1	Pseudomonadota	99.86	0.12
RS_GCF_017922435.1	Pseudomonadota	100.0	0.0
RS_GCF_036820275.1	Pseudomonadota	100.0	2.1
GB_GCA_012523595.1	Fibrobacterota	99.53	3.49
GB_GCA_037388705.1	Pseudomonadota	97.27	3.38
GB_GCA_003170155.1	Actinomycetota	92.25	1.02
GB_GCA_963654705.1	Bacillota	98.75	2.97
GB_GCA_028702025.1	Cloacimonadota	100.0	4.13
GB_GCA_040387715.1	Pseudomonadota	100.0	0.03
GB_GCA_029262695.1	Chloroflexota	90.08	3.31
GB_GCA_028818705.1	Poribacteria	95.12	5.58
GB_GCA_035293805.1	Chloroflexota	96.57	6.68
RS_GCF_000023145.1	Actinomycetota	99.99	0.01
RS_GCF_004136315.1	Pseudomonadota	100.0	0.15
GB_GCA_034438015.1	Chloroflexota	93.91	8.76
RS_GCF_001751255.1	Actinomycetota	96.59	0.67
RS_GCF_018332475.1	Bacillota	100.0	0.41
RS_GCF_040104455.1	Pseudomonadota	100.0	0.11
RS_GCF_036663695.1	Pseudomonadota	100.0	0.58
RS_GCF_039531835.1	Actinomycetota	100.0	0.2
RS_GCF_000270185.1	Bacillota	100.0	1.72
GB_GCA_041392665.1	Bacteroidota	99.97	1.63
RS_GCF_011758565.1	Actinomycetota	98.3	1.16
GB_GCA_036008545.1	Verrucomicrobiota	85.59	3.06
GB_GCA_027008345.1	Campylobacterota	87.74	5.91
GB_GCA_903930435.1	Pseudomonadota	98.83	0.12
GB_GCA_002382065.1	Desulfobacterota	99.72	1.81
GB_GCA_037045605.1	Bacteroidota	95.99	4.16
GB_GCA_937924805.1	Bacteroidota	91.88	0.18
RS_GCF_016019955.1	Pseudomonadota	99.82	0.05
RS_GCF_008369405.1	Bacillota	99.99	0.11
RS_GCF_003012775.1	Pseudomonadota	99.97	0.18
RS_GCF_036706555.1	Pseudomonadota	99.99	0.12
RS_GCF_900155435.1	Actinomycetota	97.39	2.12
RS_GCF_032064305.1	Pseudomonadota	99.99	0.05
GB_GCA_947495695.1	Pseudomonadota	100.0	0.05
RS_GCF_900540685.1	Bacillota	95.9	1.05
GB_GCA_039811225.1	Bacteroidota	97.64	0.01
GB_GCA_902797315.1	Pseudomonadota	86.51	0.14
GB_GCA_019637395.1	Vulcanimicrobiota	97.9	1.9
GB_GCA_001784555.1	Cyanobacteriota	94.69	0.05
GB_GCA_016937715.1	Goldbacteria	96.34	0.05
GB_GCA_029054825.1	Bacteroidota	98.56	0.42
RS_GCF_905220265.1	Pseudomonadota	99.99	1.94
RS_GCF_028598485.1	Pseudomonadota	100.0	0.31
RS_GCF_014652695.1	Pseudomonadota	99.98	0.35
RS_GCF_002287075.1	Bacteroidota_A	98.94	0.06
RS_GCF_029714305.1	Pseudomonadota	100.0	0.31
RS_GCF_034045115.1	Pseudomonadota	100.0	0.05
RS_GCF_017876795.1	Pseudomonadota	100.0	1.0
GB_GCA_035515055.1	Pseudomonadota	98.22	1.38
GB_GCA_020073525.1	Acidobacteriota	100.0	5.65
RS_GCF_937997595.1	Campylobacterota	99.38	3.16
GB_GCA_002450655.1	Pseudomonadota	97.54	0.0
GB_GCA_025356215.1	Acidobacteriota	94.86	0.15
GB_GCA_005116955.1	Nitrospirota	99.84	0.07
GB_GCA_036510065.1	Actinomycetota	90.22	7.12
GB_GCA_903906055.1	Actinomycetota	93.76	2.13
GB_GCA_947625865.1	Bacillota	93.99	1.77
GB_GCA_016870155.1	Actinomycetota	97.83	0.02
RS_GCF_900660725.1	Bacillota	97.78	0.63
GB_GCA_958295465.1	Pseudomonadota	97.9	2.25
RS_GCF_000981805.1	Pseudomonadota	100.0	0.38
RS_GCF_030687835.1	Pseudomonadota	99.98	1.57
GB_GCA_035340715.1	Bacteroidota	93.6	0.11
GB_GCA_036782595.1	Actinomycetota	87.31	0.31
RS_GCF_000173655.1	Actinomycetota	100.0	0.08
RS_GCF_000495835.1	Pseudomonadota	99.97	0.12
RS_GCF_000719865.1	Actinomycetota	99.98	0.72
RS_GCF_039977455.1	Bacteroidota	99.96	0.02
GB_GCA_910577745.1	Bacillota	97.53	2.48
RS_GCF_027359575.1	Cyanobacteriota	100.0	0.16
RS_GCF_001700965.1	Pseudomonadota	100.0	0.89
RS_GCF_008642275.1	Actinomycetota	99.99	0.48
RS_GCF_007988965.1	Bacillota	100.0	0.17
RS_GCF_007830335.1	Pseudomonadota	100.0	0.01
RS_GCF_036549475.1	Pseudomonadota	99.99	0.1
GB_GCA_041686735.1	Bacillota	100.0	0.93
GB_GCA_009779845.1	Bacillota	95.44	0.61
GB_GCA_012522535.1	Bacteroidota	96.27	0.17
GB_GCA_035650875.1	Vulcanimicrobiota	96.78	0.39
GB_GCA_030428185.1	Pseudomonadota	94.28	1.02
GB_GCA_035257925.1	Actinomycetota	93.66	1.28
GB_GCA_022651245.1	Bacillota	90.25	1.5
GB_GCA_002796995.1	Pseudomonadota	99.99	0.12
GB_GCA_004298665.1	Vulcanimicrobiota	90.17	2.24
GB_GCA_012837965.1	Bacillota	97.61	0.18
RS_GCF_006542355.1	Pseudomonadota	100.0	0.14
RS_GCF_014201885.1	Deinococcota	99.98	0.13
RS_GCF_013277555.1	Bacillota	99.98	0.03
RS_GCF_000622085.1	Bacillota	99.99	2.17
RS_GCF_030440575.1	Actinomycetota	100.0	0.13
RS_GCF_001517425.1	Bacillota	98.18	0.6
GB_GCA_002831545.1	Bacillota	100.0	0.22
GB_GCA_903910005.1	Pseudomonadota	100.0	3.29
GB_GCA_035651215.1	Acidobacteriota	99.75	2.37
GB_GCA_934667105.1	Bacillota	98.62	0.6
GB_GCA_035713725.1	Actinomycetota	97.73	1.88
GB_GCA_944351395.1	Bacillota	99.47	0.0
GB_GCA_031255525.1	Campylobacterota	88.96	0.73
GB_GCA_040882255.1	Pseudomonadota	99.96	0.16
GB_GCA_947447265.1	Bacteroidota	98.77	0.53
GB_GCA_004558025.1	Bacillota	97.35	0.07
GB_GCA_030600605.1	Bacillota	99.71	1.23
GB_GCA_023382455.1	Bacteroidota	99.95	0.08
GB_GCA_910578795.1	Bacillota	92.32	0.0
GB_GCA_029239605.1	Bacillota	89.56	3.92
GB_GCA_947454255.1	Actinomycetota	94.22	0.31
RS_GCF_000469135.2	Bacillota	100.0	0.02
RS_GCF_000788395.1	Pseudomonadota	100.0	0.27
GB_GCA_963674665.1	Desulfobacterota_I	90.71	4.57
GB_GCA_036387875.1	Pseudomonadota	96.7	7.73
RS_GCF_010120715.1	Bacillota	97.34	4.54
RS_GCF_025232395.1	Desulfobacterota_I	99.01	0.0
GB_GCA_951828385.1	Poribacteria	95.22	3.85
RS_GCF_003314975.1	Pseudomonadota	100.0	0.02
RS_GCF_000832015.1	Pseudomonadota	100.0	0.0
RS_GCF_040639095.1	Actinomycetota	99.99	0.51
RS_GCF_900101625.1	Pseudomonadota	99.99	2.61
RS_GCF_021021415.1	Pseudomonadota	100.0	1.54
RS_GCF_000813345.1	Campylobacterota	100.0	0.2
GB_GCA_002973575.1	Bacteroidota	100.0	0.23
GB_GCA_030431455.1	Myxococcota	96.87	0.24
GB_GCA_016788295.1	Bacteroidota	95.99	1.48
GB_GCA_902774295.1	Bacteroidota	99.47	0.03
GB_GCA_003140235.1	Acidobacteriota	89.24	3.45
GB_GCA_041685835.1	Desulfobacterota	96.39	2.08
GB_GCA_902765395.1	Bacillota	95.86	1.42
GB_GCA_036383955.1	Planctomycetota	94.65	5.68
GB_GCA_036337175.1	Pseudomonadota	97.26	0.03
GB_GCA_023395615.1	Bacillota	94.73	0.2
GB_GCA_902624195.1	Pseudomonadota	89.3	0.01
GB_GCA_002281815.1	Pseudomonadota	94.31	1.85
GB_GCA_016788785.1	Bacteroidota_A	99.45	0.3
GB_GCA_027310745.1	Verrucomicrobiota	99.98	1.3
GB_GCA_013153635.1	Aquificota	96.3	0.56
RS_GCF_000941055.1	Bacteroidota	99.84	0.58
RS_GCF_024666525.1	Pseudomonadota	100.0	0.21
RS_GCF_000758625.1	Bacillota	100.0	0.16
GB_GCA_036676095.1	Bacillota	99.35	0.09
RS_GCF_003347605.1	Bacteroidota	100.0	0.14
RS_GCF_040614235.1	Actinomycetota	99.99	1.02
RS_GCF_026162625.1	Pseudomonadota	99.99	0.32
GB_GCA_963681965.1	Electryoneota	99.91	0.03
GB_GCA_947498645.1	Pseudomonadota	99.99	0.01
RS_GCF_030814115.1	Bacillota	97.89	0.03
GB_GCA_036001925.1	Actinomycetota	84.24	1.53
GB_GCA_013607665.1	Campylobacterota	88.09	0.0
GB_GCA_937898635.1	Pseudomonadota	99.53	0.28
GB_GCA_025457665.1	Verrucomicrobiota	97.51	0.29
GB_GCA_040376155.1	Chloroflexota	80.12	4.05
RS_GCF_017792025.1	Bacillota	99.86	1.67
RS_GCF_002310815.1	Pseudomonadota	100.0	0.03
GB_GCA_017941705.1	Actinomycetota	96.65	2.47
RS_GCF_034366785.1	Pseudomonadota	98.43	0.16
GB_GCA_031408335.1	Bacteroidota	96.57	0.26
GB_GCA_018000835.1	Goldbacteria	94.52	0.0
GB_GCA_036834945.1	Pseudomonadota	84.73	2.81
GB_GCA_002431395.1	Bacillota	99.99	0.38
RS_GCF_030518795.1	Actinomycetota	99.98	0.01
RS_GCF_003610785.1	Actinomycetota	100.0	0.22
RS_GCF_013618865.1	Bacteroidota	99.91	0.74
RS_GCF_012274265.1	Pseudomonadota	100.0	0.0
GB_GCA_027343695.1	Bacillota	83.59	0.52
GB_GCA_041396525.1	Pseudomonadota	88.42	1.54
RS_GCF_910576865.1	Bacillota	92.12	0.16
GB_GCA_012735495.1	Bacillota	96.43	0.4
GB_GCA_012270885.1	Actinomycetota	94.46	2.66
GB_GCA_015233565.1	Muiribacteriota	94.75	8.49
GB_GCA_946186735.1	Bacteroidota	94.71	1.61
GB_GCA_902464295.1	Actinomycetota	97.88	0.03
RS_GCF_016783915.1	Pseudomonadota	99.93	1.03
GB_GCA_913058335.1	Pseudomonadota	99.49	0.09
GB_GCA_026225295.1	Actinomycetota	97.55	4.01
GB_GCA_902476765.1	Bacillota	88.23	3.6
RS_GCF_001182745.1	Actinomycetota	100.0	1.19
RS_GCF_032334255.1	Chloroflexota	99.41	2.03
GB_GCA_036267095.1	Acidobacteriota	91.01	1.57
GB_GCA_019163375.1	Bacteroidota	99.99	1.47
GB_GCA_020860385.1	Bacillota	97.69	0.12
RS_GCF_013449735.1	Bacillota	99.97	0.62
GB_GCA_031372385.1	Planctomycetota	95.48	7.89
RS_GCF_029844725.1	Pseudomonadota	100.0	0.12
RS_GCF_021390435.2	Actinomycetota	100.0	7.65
GB_GCA_041482195.1	Verrucomicrobiota	82.89	1.78
GB_GCA_022340715.1	Bacteroidota_A	91.98	3.44
GB_GCA_023038255.1	Patescibacteriota	99.23	0.1
RS_GCF_001311825.1	Desulfobacterota_I	93.81	2.89
RS_GCF_000092425.1	Deinococcota	99.99	0.28
RS_GCF_025566965.1	Bacillota	99.87	0.02
RS_GCF_004362015.1	Bacteroidota	99.96	0.03
GB_GCA_017620255.1	Bacillota	99.81	0.95
GB_GCA_023382175.1	Nitrospirota	86.8	2.63
GB_GCA_947457105.1	Bacteroidota	93.35	3.98
GB_GCA_947441615.1	Bdellovibrionota	92.16	1.15
GB_GCA_945873505.1	Bacteroidota	94.37	0.83
RS_GCF_913777625.1	Pseudomonadota	99.99	2.32
GB_GCA_029261065.1	Omnitrophota	95.0	0.33
GB_GCA_029233965.1	Verrucomicrobiota	96.33	2.61
GB_GCA_018820765.1	Pseudomonadota	99.98	0.36
GB_GCA_029564595.1	UBP15	97.13	1.22
RS_GCF_006494775.1	Actinomycetota	99.97	1.85
GB_GCA_947090765.1	Pseudomonadota	99.93	0.6
GB_GCA_035554795.1	Gemmatimonadota	96.96	4.05
GB_GCA_005502775.1	Actinomycetota	99.88	0.34
GB_GCA_041831015.1	Pseudomonadota	88.46	0.86
RS_GCF_022179805.1	Pseudomonadota	99.79	0.2
GB_GCA_963666835.1	Planctomycetota	92.14	1.66
RS_GCF_018614205.1	Actinomycetota	99.08	0.12
RS_GCF_004341385.1	Pseudomonadota	100.0	0.05
RS_GCF_014208045.1	Actinomycetota	99.48	0.16
RS_GCF_022808985.1	Desulfobacterota	99.99	0.45
RS_GCF_007676705.1	Bacillota	99.96	0.0
GB_GCA_900299045.1	Pseudomonadota	97.07	0.0
GB_GCA_902763335.1	Bacillota	99.44	1.15
GB_GCA_012103395.1	Pseudomonadota	93.14	0.22
GB_GCA_039028935.1	Pseudomonadota	96.89	1.13
GB_GCA_031265495.1	Cyanobacteriota	95.28	0.32
GB_GCA_002714015.1	Pseudomonadota	94.5	6.8
GB_GCA_002869005.1	Desulfobacterota_C	92.37	1.08
GB_GCA_027295145.1	Pseudomonadota	93.38	6.78
GB_GCA_031179215.1	Actinomycetota	88.39	0.06
GB_GCA_030634465.1	Pseudomonadota	95.8	1.18
GB_GCA_030605745.1	Planctomycetota	89.76	0.76
RS_GCF_000219215.1	Pseudomonadota	100.0	2.57
GB_GCA_035483595.1	Actinomycetota	89.88	3.66
RS_GCF_011752915.1	Pseudomonadota	100.0	0.77
RS_GCF_039539085.1	Bacteroidota	100.0	0.11
GB_GCA_009649675.1	Pseudomonadota	98.49	0.26
GB_GCA_036028775.1	Actinomycetota	98.45	6.1
RS_GCF_023243075.1	Actinomycetota	88.51	0.61
RS_GCF_001936625.1	Bacillota	99.74	0.26
RS_GCF_020026925.1	Bacteroidota	99.97	0.08
GB_GCA_017559845.1	Bacteroidota	92.88	0.91
GB_GCA_947039955.1	Bacillota	95.28	0.0
GB_GCA_021372155.1	Chlamydiota	93.84	8.0
GB_GCA_017962705.1	Bacteroidota	79.58	3.29
GB_GCA_029056365.1	Bacteroidota	95.83	1.21
GB_GCA_025980625.1	Verrucomicrobiota	92.01	1.24
GB_GCA_038207515.1	Pseudomonadota	94.3	0.13
GB_GCA_036679125.1	Actinomycetota	99.6	0.01
GB_GCA_022826805.1	Poribacteria	94.36	5.09
GB_GCA_900548115.1	Bacillota	91.7	1.07
GB_GCA_937892395.1	Bacteroidota	99.58	0.88
RS_GCF_001584565.1	Bacillota	99.26	0.1
GB_GCA_022509205.1	Bacteroidota	88.24	4.57
RS_GCF_002234615.1	Bacillota	99.99	1.9
RS_GCF_014201095.1	Actinomycetota	100.0	0.76
GB_GCA_001298555.1	Actinomycetota	99.2	0.08
RS_GCF_902706195.1	Pseudomonadota	100.0	0.43
RS_GCF_000469155.1	Pseudomonadota	99.44	0.02
GB_GCA_012275205.1	Bacillota	99.68	6.46
GB_GCA_004297165.1	Pseudomonadota	98.95	0.0
GB_GCA_964001155.1	Marinisomatota	92.27	2.18
GB_GCA_015222595.1	Desulfobacterota	98.9	1.37
GB_GCA_039185015.1	Actinomycetota	96.38	3.48
GB_GCA_944322825.1	Elusimicrobiota	86.96	1.37
GB_GCA_021199635.1	Bacillota	94.98	1.16
GB_GCA_905215385.1	Actinomycetota	99.9	0.44
GB_GCA_024762835.1	Bacteroidota	90.28	1.89
GB_GCA_001603845.1	Desulfobacterota	92.15	7.01
GB_GCA_026708685.1	Bacteroidota_A	99.64	0.48
RS_GCF_003065485.1	Actinomycetota	99.97	0.16
GB_GCA_020355165.1	Pseudomonadota	93.04	0.01
GB_GCA_031360765.1	Bacteroidota	89.67	4.34
RS_GCF_000768315.1	Pseudomonadota	99.36	2.02
RS_GCF_026157065.1	Bacillota	100.0	1.21
RS_GCF_035254065.1	Desulfobacterota	91.86	5.03
RS_GCF_900143545.1	Pseudomonadota	100.0	0.32
GB_GCA_039180525.1	Pseudomonadota	86.84	0.46
RS_GCF_001553035.1	Bacillota	99.99	0.27
RS_GCF_019100495.1	Pseudomonadota	99.86	0.07
RS_GCF_004332155.1	Bacteroidota	99.99	0.0
RS_GCF_000493015.1	Pseudomonadota	100.0	0.04
RS_GCF_003970925.1	Pseudomonadota	100.0	0.86
GB_GCA_900111435.1	Bacillota	99.1	0.89
RS_GCF_017377855.1	Acidobacteriota	94.05	4.39
RS_GCF_900141735.1	Pseudomonadota	100.0	0.06
GB_GCA_929200365.1	Bacteroidota	89.06	0.32
GB_GCA_016710015.1	Bacteroidota	99.46	0.03
RS_GCF_035560995.1	Desulfobacterota_I	93.65	0.11
GB_GCA_028689715.1	Bacillota	94.42	1.52
GB_GCA_025965195.1	Actinomycetota	98.12	1.4
GB_GCA_041694295.1	Thermotogota	98.57	4.37
GB_GCA_022616055.1	Planctomycetota	94.62	2.45
GB_GCA_938008425.1	Planctomycetota	86.73	3.61
RS_GCF_947495025.1	Pseudomonadota	99.89	0.0
GB_GCA_002319955.1	Bacteroidota	93.2	0.02
GB_GCA_019689585.1	Bacillota	94.97	0.73
GB_GCA_947174415.1	Bacillota	95.65	0.13
RS_GCF_000423025.1	Actinomycetota	100.0	0.15
RS_GCF_039990255.1	Pseudomonadota	99.35	0.15
RS_GCF_031020795.1	Pseudomonadota	100.0	0.0
RS_GCF_003944705.1	Bacteroidota	100.0	0.57
GB_GCA_963639865.1	Bacteroidota	97.1	0.09
RS_GCF_035830715.1	Actinomycetota	99.93	0.21
RS_GCF_007988885.1	Pseudomonadota	99.88	0.27
RS_GCF_018130505.1	Pseudomonadota	100.0	0.0
RS_GCF_014706005.1	Actinomycetota	96.66	4.26
RS_GCF_015356825.1	Actinomycetota	100.0	5.22
RS_GCF_000422705.1	Bacteroidota	99.98	0.02
RS_GCF_000372965.1	Pseudomonadota	100.0	0.38
RS_GCF_011050675.1	Bacteroidota	99.99	0.06
GB_GCA_017625065.1	Bacillota	87.71	2.57
GB_GCA_040414975.1	Verrucomicrobiota	86.8	3.28
GB_GCA_022763735.1	Bacillota	95.33	2.67
GB_GCA_004297235.1	Nitrospirota	91.22	4.13
GB_GCA_023426245.1	Bacillota	100.0	3.66
GB_GCA_038750185.1	Pseudomonadota	100.0	3.94
GB_GCA_020442635.1	Pseudomonadota	95.69	2.9
GB_GCA_030427465.1	Pseudomonadota	94.28	2.22
GB_GCA_021780695.1	Desulfobacterota	94.78	1.83
GB_GCA_023390815.1	Bacillota	93.15	1.64
RS_GCF_900478135.1	Pseudomonadota	99.97	0.34
GB_GCA_902775975.1	Bacteroidota	88.75	1.34
RS_GCF_034377285.1	Pseudomonadota	99.97	0.2
RS_GCF_001295845.1	Pseudomonadota	100.0	0.17
RS_GCF_010548145.1	Actinomycetota	94.2	1.58
RS_GCF_036075115.1	Actinomycetota	100.0	0.0
RS_GCF_014200435.1	Actinomycetota	99.95	1.89
RS_GCF_900108065.1	Pseudomonadota	99.38	0.39
RS_GCF_014196595.1	Pseudomonadota	100.0	0.01
RS_GCF_000717185.1	Actinomycetota	99.98	1.36
GB_GCA_944326475.1	Cyanobacteriota	98.65	0.95
GB_GCA_946553095.1	Bacillota	93.53	0.57
GB_GCA_036570185.1	Chloroflexota	93.05	0.92
GB_GCA_944367045.1	Bacillota	93.11	0.22
GB_GCA_903892045.1	Planctomycetota	91.04	2.08
GB_GCA_900315495.1	Bacillota	98.04	0.16
GB_GCA_017395245.1	Bacteroidota	97.62	3.25
GB_GCA_022508865.1	Bacillota	91.55	1.09
GB_GCA_910586315.1	Bacillota	90.85	0.58
RS_GCF_014863545.1	Bacillota	100.0	0.29
GB_GCA_951813575.1	Desulfobacterota_B	98.14	3.16
GB_GCA_014799955.1	Bacillota	96.41	3.14
RS_GCF_005796225.1	Actinomycetota	100.0	0.05
RS_GCF_900107925.1	Actinomycetota	100.0	1.85
RS_GCF_040681835.1	Actinomycetota	99.57	0.2
GB_GCA_031379415.1	Pseudomonadota	97.17	1.72
GB_GCA_024233395.1	Chlamydiota	90.96	1.47
RS_GCF_020685205.1	Bacteroidota	100.0	0.4
RS_GCF_003634825.1	Bacteroidota	99.99	0.15
RS_GCF_036663795.1	Pseudomonadota	99.99	2.0
RS_GCF_000224065.1	Pseudomonadota	100.0	3.23
RS_GCF_013032855.1	Pseudomonadota	99.48	0.0
GB_GCA_023701205.1	Bdellovibrionota	94.69	1.01
GB_GCA_040883315.1	Bacillota	96.47	0.18
GB_GCA_964005815.1	UBA8248	97.18	0.48
GB_GCA_004295045.1	Chloroflexota	92.43	2.25
GB_GCA_041670625.1	Bacteroidota	89.23	0.82
GB_GCA_040754195.1	Pseudomonadota	92.23	0.37
GB_GCA_030537675.1	Actinomycetota	93.34	0.81
GB_GCA_004375965.1	WOR-3	94.92	2.16
GB_GCA_035439485.1	Bacteroidota	99.73	0.99
GB_GCA_910587455.1	Bacillota	96.72	5.47
GB_GCA_028698585.1	Bacillota	95.32	0.95
GB_GCA_003279855.1	Cyanobacteriota	100.0	0.14
GB_GCA_902464345.1	Bacillota	99.2	0.21
RS_GCF_000195975.1	Cyanobacteriota	100.0	0.17
RS_GCF_030315975.1	Actinomycetota	99.85	1.16
RS_GCF_013450295.1	Actinomycetota	98.29	0.14
GB_GCA_036391375.1	Nitrospirota	91.24	3.57
RS_GCF_000315015.1	Pseudomonadota	100.0	0.48
GB_GCA_036389345.1	Pseudomonadota	99.99	0.43
RS_GCF_900638025.1	Pseudomonadota	100.0	0.95
RS_GCF_900112225.1	Pseudomonadota	100.0	0.03
GB_GCA_903894995.1	Pseudomonadota	96.56	2.8
GB_GCA_022823365.1	Gemmatimonadota	98.25	1.43
GB_GCA_041856045.1	Bacteroidota	91.76	0.39
GB_GCA_947501555.1	Pseudomonadota	99.58	0.03
GB_GCA_903896745.1	Desulfobacterota	94.68	2.01
GB_GCA_944384835.1	Bacillota	92.17	0.6
GB_GCA_937925095.1	Fusobacteriota	96.56	1.24
GB_GCA_017883075.1	Actinomycetota	94.12	1.95
GB_GCA_949285105.1	Bacillota	94.15	0.01
GB_GCA_903932155.1	Acidobacteriota	97.68	3.56
GB_GCA_036723735.1	Pseudomonadota	100.0	0.1
GB_GCA_015057165.1	Bacillota	100.0	0.07
GB_GCA_018003515.1	Chloroflexota	98.27	1.84
RS_GCF_000209735.1	Bacillota	99.59	0.63
RS_GCF_006496635.1	Pseudomonadota	100.0	0.03
RS_GCF_021654335.1	Pseudomonadota	99.93	0.41
RS_GCF_023822025.1	Pseudomonadota	100.0	0.36
RS_GCF_000709085.1	Bacillota	99.8	0.21
RS_GCF_026191475.2	Bacteroidota	94.61	0.29
GB_GCA_035353375.1	Bacillota	100.0	0.06
GB_GCA_031844405.1	Actinomycetota	99.97	0.0
RS_GCF_014197055.1	Pseudomonadota	99.98	0.08
RS_GCF_000328305.2	Actinomycetota	99.76	1.03
RS_GCF_910594985.1	Bacillota	99.36	4.4
RS_GCF_001434695.1	Bacillota	99.99	0.08
GB_GCA_035568415.1	Acidobacteriota	96.14	4.77
RS_GCF_003336705.1	Pseudomonadota	100.0	0.08
RS_GCF_000364705.1	Pseudomonadota	100.0	0.67
RS_GCF_014837175.1	Actinomycetota	99.97	0.0
RS_GCF_017347095.1	Bacillota	100.0	1.4
RS_GCF_028736195.1	Pseudomonadota	99.67	0.73
GB_GCA_019114265.1	Bacillota	96.66	0.14
RS_GCF_027532025.1	Pseudomonadota	99.19	0.24
GB_GCA_019118645.1	Bacillota	89.28	4.01
GB_GCA_020052095.1	Bacteroidota_A	98.8	2.51
GB_GCA_015490795.1	Pseudomonadota	98.85	0.21
GB_GCA_016794305.1	Pseudomonadota	96.3	0.64
GB_GCA_013043985.1	Pseudomonadota	96.67	0.05
GB_GCA_041743085.1	Bacteroidota	99.41	0.32
GB_GCA_015068235.1	Bacillota	94.93	0.19
GB_GCA_910579685.1	Bacillota	93.21	4.35
GB_GCA_003327425.1	Muiribacteriota	97.87	3.88
GB_GCA_003451595.1	Chloroflexota	97.97	1.77
GB_GCA_001447355.1	Bacillota	99.79	0.09
RS_GCF_963678245.1	Bacteroidota	97.81	0.06
RS_GCF_000293885.2	Pseudomonadota	100.0	0.26
GB_GCA_034180505.1	Bacillota	90.27	0.53
GB_GCA_033762255.1	Planctomycetota	96.64	0.14
RS_GCF_000384035.1	Actinomycetota	99.97	0.12
GB_GCA_963931455.1	Bacillota	99.96	0.4
RS_GCF_004137795.1	Pseudomonadota	100.0	0.19
RS_GCF_000702485.1	Bacillota	99.36	0.63
GB_GCA_036702515.1	Cyanobacteriota	100.0	0.36
GB_GCA_012961955.1	Desulfobacterota	98.15	3.73
GB_GCA_013215915.1	Campylobacterota	93.22	1.37
GB_GCA_903944725.1	Pseudomonadota	99.92	0.06
GB_GCA_011391745.1	Pseudomonadota	97.8	0.27
GB_GCA_017882465.1	Actinomycetota	94.95	4.46
GB_GCA_020629755.1	Bacteroidota	98.31	0.08
GB_GCA_963975245.1	Pseudomonadota	98.94	0.03
GB_GCA_016742275.1	Gemmatimonadota	99.62	1.44
RS_GCF_020401865.1	Pseudomonadota	100.0	0.02
GB_GCA_025358205.1	Armatimonadota	97.16	0.71
GB_GCA_910588425.1	Bacillota	96.27	0.51
GB_GCA_021823625.1	Verrucomicrobiota	90.88	3.11
GB_GCA_016927535.1	Chloroflexota	89.03	1.8
GB_GCA_034670305.1	Myxococcota	96.22	0.36
GB_GCA_017428215.1	Bacillota	88.62	0.29
GB_GCA_028571455.1	Desulfobacterota	97.28	1.47
RS_GCF_000971395.1	Actinomycetota	99.99	0.04
GB_GCA_035700025.1	Bacillota	97.68	0.0
RS_GCF_038007305.1	Bacillota	100.0	0.56
RS_GCF_000374625.1	Pseudomonadota	99.95	0.25
RS_GCF_000505545.1	Bacillota	100.0	0.32
GB_GCA_035762175.1	Myxococcota	88.4	4.15
RS_GCF_024723325.1	Actinomycetota	99.42	0.59
RS_GCF_001700435.1	Bacillota	99.94	3.1
RS_GCF_038069885.1	Pseudomonadota	99.98	0.02
GB_GCA_026410415.1	Pseudomonadota	100.0	1.1
GB_GCA_934193515.1	Bacillota	96.56	0.27
GB_GCA_963626845.1	Actinomycetota	83.87	0.02
GB_GCA_017856815.1	Actinomycetota	96.59	0.13
GB_GCA_003021505.1	Cyanobacteriota	99.9	0.0
GB_GCA_022508965.1	Bacillota	89.92	1.79
GB_GCA_031282145.1	Spirochaetota	91.1	5.72
GB_GCA_018065065.1	Synergistota	100.0	0.45
GB_GCA_015485385.1	Pseudomonadota	93.35	1.27
GB_GCA_958423465.1	Bacillota	97.6	0.63
GB_GCA_027486935.1	Cyanobacteriota	99.8	0.02
GB_GCA_027488845.1	Verrucomicrobiota	95.39	1.83
RS_GCF_011383005.1	Actinomycetota	92.72	0.22
